Student_ID,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,B_or_Higher,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S4824,0,22,,60.21,74.92,54.78,91.42,5.15,85.52,1,26.3,0,1,1,Low,8,6.3
S4825,1,24,95.51,78.24,94.9,69.87,65.01,9.96,88.84,1,25.0,0,1,1,Low,10,6.8
S4826,1,24,52.18,72.14,61.89,97.19,81.77,1.6,69.36,0,15.6,0,1,3,Medium,2,7.4
S4827,0,23,,75.76,98.96,95.42,55.4,5.37,84.56,0,28.3,1,1,4,Low,1,6.5
S4828,0,21,78.62,68.32,74.55,73.3,98.5,2.13,62.9,0,12.5,0,1,1,Medium,10,4.8
S4829,0,20,71.27,56.66,98.4,,52.91,4.53,91.6,0,14.4,1,1,3,Medium,4,5.5
S4830,0,23,87.2,97.17,41.62,58.91,71.91,1.71,80.49,1,9.5,0,1,2,Low,1,4.1
S4833,0,20,57.18,58.67,43.19,54.15,56.06,3.2,61.46,0,12.7,0,1,3,Medium,8,8.1
S4834,0,24,95.64,70.76,74.74,83.69,72.04,1.35,71.46,1,12.7,1,1,4,Low,9,7.3
S4835,1,21,83.45,46.53,88.12,79.07,64.99,8.09,69.07,1,6.7,0,1,2,Low,5,7.7
S4836,1,21,,44.26,73.66,64.56,65.6,2.21,66.64,0,13.5,0,1,2,High,8,8.4
S4837,1,24,,65.77,43.83,88.95,88.94,4.17,60.61,1,12.5,0,1,2,Medium,10,6.1
S4838,0,20,87.28,84.5,81.61,88.8,50.27,0.16,87.96,1,25.0,1,1,3,Low,5,4.9
S4839,1,23,88.65,56.16,43.64,74.55,87.45,1.05,54.32,1,8.9,1,1,4,Medium,7,8.7
S4840,1,19,95.99,73.74,89.05,54.83,90.52,8.96,94.38,1,23.1,0,1,1,Low,8,9.0
S4841,1,18,71.34,56.72,42.58,95.92,95.07,8.37,58.75,1,8.2,1,1,4,Low,8,5.1
S4842,1,21,64.67,63.32,48.24,83.43,81.34,8.41,98.99,1,17.4,0,1,3,High,2,7.7
S4843,0,24,81.98,94.39,56.51,62.35,66.67,4.11,99.42,0,23.4,1,1,2,Medium,1,4.4
S4845,0,21,79.73,70.96,98.58,70.25,98.49,1.08,99.39,0,21.1,0,1,1,High,9,7.4
S4846,1,20,71.0,54.29,47.07,81.77,94.06,6.06,93.45,0,10.2,1,1,4,Low,7,5.3
S4852,0,22,58.26,99.14,73.67,53.27,92.88,7.74,54.04,0,22.5,1,1,4,Medium,4,4.9
S4853,0,18,70.73,62.09,55.63,65.25,94.59,2.76,58.09,0,17.7,0,1,2,Medium,3,6.8
S4854,1,18,89.31,61.09,64.07,71.51,54.6,4.81,97.67,1,24.8,0,1,1,Medium,4,7.0
S4856,1,18,84.83,97.69,88.25,,66.68,7.52,89.91,0,13.1,1,1,3,Medium,3,8.9
S4857,1,24,75.36,98.57,95.46,59.76,71.99,0.53,75.76,0,6.2,0,1,2,High,2,5.5
S4859,1,22,89.81,85.28,66.35,88.66,83.24,7.87,55.59,1,9.3,0,1,4,High,4,7.2
S4864,1,20,75.15,77.19,94.15,95.47,73.14,7.73,98.01,0,10.1,1,1,4,High,6,4.3
S4866,1,19,85.35,73.75,85.58,79.55,65.06,3.41,94.39,1,11.4,0,1,2,Medium,4,7.1
S4867,0,21,87.24,93.4,81.08,52.6,73.14,2.76,81.59,1,12.9,1,1,4,Low,8,5.0
S4868,1,22,86.39,61.34,55.95,87.42,60.97,1.52,91.66,1,15.4,1,1,2,Medium,8,6.3
S4869,1,23,70.48,52.49,80.04,73.91,88.64,9.3,87.86,0,12.4,1,1,1,Medium,10,8.0
S4872,0,23,71.08,69.9,83.18,76.19,68.95,1.93,57.41,0,21.8,1,0,4,Low,5,5.0
S4873,0,21,,94.21,42.88,63.18,52.08,7.71,93.47,0,6.6,0,1,2,High,1,5.9
S4875,0,21,59.64,91.33,79.47,58.03,74.39,8.11,99.35,0,25.3,0,1,2,High,7,8.4
S4876,1,24,,49.97,58.63,93.35,79.97,5.63,70.03,0,6.0,0,1,3,Low,7,6.7
S4877,0,18,52.67,94.05,51.24,,86.6,9.94,58.53,0,6.7,0,1,1,High,5,6.5
S4878,0,21,65.42,76.11,46.97,69.23,82.75,0.69,96.78,0,18.7,0,1,3,Low,5,5.3
S4879,1,24,,41.91,43.01,66.71,86.54,8.67,52.27,1,16.1,0,1,2,Medium,7,6.5
S4880,0,18,81.32,77.99,85.25,93.27,88.11,4.28,73.51,0,29.1,0,1,4,High,9,5.6
S4881,1,19,56.56,97.08,54.15,73.88,79.46,4.55,88.51,0,28.4,1,0,2,High,10,6.8
S4882,0,18,,44.75,41.46,,68.28,1.28,65.84,1,21.5,1,0,4,Medium,1,8.0
S4885,0,22,72.92,40.58,50.15,54.93,98.5,1.75,97.6,1,6.1,0,1,2,Medium,9,8.1
S4887,1,21,91.54,68.49,51.35,56.77,55.62,1.47,57.86,1,21.5,1,1,2,High,2,7.5
S4889,1,22,85.09,77.65,44.93,,83.53,8.77,70.92,1,15.7,0,1,1,Medium,4,4.1
S4890,1,23,78.35,43.16,73.3,58.45,58.65,9.21,70.54,0,17.7,1,1,3,Medium,7,8.4
S4893,1,24,73.1,58.42,63.58,61.52,98.18,7.71,94.16,1,21.5,0,1,3,Medium,5,4.1
S4894,0,24,,70.24,46.05,73.97,50.47,8.36,58.05,0,29.9,0,1,4,Low,6,4.3
S4895,1,23,67.87,62.62,50.39,52.56,97.91,6.59,60.76,1,7.8,0,1,3,Medium,4,4.3
S4896,0,23,84.79,58.45,60.94,84.03,87.01,3.3,83.54,0,29.9,0,1,3,High,7,7.4
S4897,0,21,,89.85,59.78,77.07,54.2,1.56,52.81,1,27.5,0,1,1,Low,9,8.3
S4898,1,20,98.15,96.09,84.96,82.37,70.76,2.37,83.69,1,27.4,1,1,2,Medium,4,8.0
S4899,1,22,77.79,92.42,44.49,63.77,85.0,8.4,65.72,1,25.8,1,1,1,Medium,6,7.1
S4901,1,19,59.29,93.05,88.97,90.07,58.21,4.56,70.28,0,11.2,0,1,3,Medium,1,6.3
S4902,1,18,84.77,95.25,85.96,,56.39,0.29,67.48,1,15.9,0,1,1,High,9,8.5
S4904,0,23,64.23,57.01,89.37,81.41,98.4,7.29,97.3,1,6.7,0,1,3,Medium,10,4.1
S4906,1,20,65.52,68.75,47.46,,61.4,4.36,79.09,0,22.2,1,1,4,Medium,5,8.2
S4907,1,23,52.49,96.78,42.7,88.5,65.97,3.14,53.52,0,16.3,0,1,2,Medium,2,5.1
S4909,1,23,65.52,80.05,58.48,95.93,86.74,9.66,79.2,0,11.8,0,1,3,Low,5,7.5
S4912,0,19,62.59,67.87,94.45,98.15,60.75,4.81,60.1,0,9.7,0,1,4,Low,4,6.4
S4914,0,21,88.72,61.65,95.42,50.76,52.43,5.11,82.93,1,20.3,0,1,1,Low,8,5.4
S4916,1,19,90.23,47.22,91.96,50.35,80.08,2.0,88.15,1,28.8,0,1,4,Medium,1,5.8
S4921,1,22,80.06,51.4,58.02,60.17,74.21,1.9,67.96,1,10.7,1,1,4,Medium,2,6.5
S4922,1,19,,53.18,85.23,,93.97,6.9,61.31,1,24.6,0,1,3,Low,8,5.4
S4923,1,24,61.43,97.0,44.43,87.31,90.72,6.95,80.14,0,26.4,0,1,4,Low,3,4.7
S4926,0,22,53.89,72.07,57.6,86.8,62.83,4.15,51.11,0,19.1,1,1,2,Medium,7,6.1
S4927,0,24,52.79,71.71,55.52,91.83,51.26,4.17,63.71,0,20.4,1,0,1,Medium,9,6.7
S4928,0,23,61.67,90.64,90.34,85.79,61.15,9.1,75.62,0,20.7,1,1,3,Low,4,8.2
S4929,1,23,,96.93,51.61,82.0,83.76,5.38,67.71,0,15.1,0,1,4,Low,1,4.7
S4930,1,24,62.99,72.31,88.51,61.4,96.31,3.54,51.2,1,8.8,1,1,4,Medium,10,7.1
S4932,1,24,72.94,83.51,69.93,87.48,93.79,6.2,54.82,0,27.6,1,0,4,Low,5,8.3
S4933,1,22,80.68,55.87,54.03,75.86,69.74,3.06,97.43,1,14.2,1,1,4,Low,10,7.3
S4936,0,20,80.68,64.85,40.53,91.41,72.11,0.72,83.03,0,25.1,0,1,3,Low,1,4.2
S4937,0,20,97.29,80.81,71.88,87.11,95.69,9.43,61.62,1,29.5,0,1,1,Low,8,7.9
S4938,1,18,,64.08,97.17,92.81,73.41,1.83,78.34,1,12.0,0,1,2,Medium,7,6.1
S4940,0,22,,83.14,74.4,81.23,92.13,6.47,99.2,0,25.2,0,1,2,High,7,4.1
S4942,1,21,72.71,83.73,91.63,61.62,82.41,7.37,82.8,1,13.9,1,1,3,Low,7,8.3
S4943,1,21,90.36,53.75,91.02,72.2,62.52,3.75,85.36,1,9.0,0,1,3,Medium,1,5.7
S4946,1,21,99.44,59.96,93.44,50.79,53.86,4.39,71.19,1,23.0,0,0,3,Medium,8,6.6
S4947,1,21,53.6,55.61,96.48,60.63,95.75,8.1,61.97,0,24.8,1,1,3,Low,7,5.5
S4948,1,19,,42.89,69.75,,54.82,2.44,55.77,1,8.0,0,1,2,Low,2,6.0
S4949,1,18,57.48,64.34,61.27,66.33,74.22,8.6,60.41,0,20.7,0,0,2,Medium,7,4.9
S4952,0,23,93.53,99.38,52.75,94.28,58.56,2.02,82.71,1,11.9,0,1,2,High,1,4.1
S4954,1,19,65.79,68.12,73.76,62.08,62.57,6.88,94.34,1,12.8,1,1,1,Medium,5,7.3
S4955,0,21,59.23,83.42,67.76,93.19,62.79,6.18,77.92,0,17.7,1,1,2,Low,6,4.9
S4956,1,24,96.58,90.62,45.75,81.6,65.19,4.22,81.13,1,12.7,0,1,4,Low,3,6.7
S4958,0,19,95.6,87.1,50.5,68.08,50.83,4.44,94.28,1,27.9,1,1,2,Low,10,4.6
S4959,0,18,98.62,68.96,46.87,89.5,70.44,4.99,53.17,1,27.9,0,1,4,Medium,6,4.6
S4960,1,23,74.85,63.19,77.38,86.95,59.34,7.81,53.37,1,29.8,1,1,1,Low,9,7.1
S4961,1,23,61.72,71.57,63.92,78.83,98.36,2.85,85.09,0,17.2,0,1,1,Medium,2,4.6
S4962,0,23,59.69,80.55,43.59,57.24,79.14,2.91,88.4,0,9.2,0,1,3,Low,2,6.8
S4963,0,21,61.15,83.61,61.33,90.16,93.4,7.75,71.68,0,27.2,0,1,4,Low,7,5.0
S4964,1,19,85.43,61.4,86.31,65.38,59.78,1.29,67.62,1,19.9,0,1,4,Medium,4,8.3
S4965,1,23,52.02,74.28,76.91,88.58,90.5,8.23,63.9,0,23.7,0,1,4,Low,1,4.2
S4968,1,22,82.1,53.63,77.91,60.62,88.06,2.29,64.76,1,11.9,0,1,1,Low,10,7.7
S4969,0,22,83.26,51.57,93.25,56.55,88.1,7.86,82.4,0,19.0,1,1,2,Medium,6,4.7
S4970,1,19,68.59,80.6,78.78,62.1,99.79,8.05,89.35,1,29.9,0,1,4,Medium,6,5.0
S4972,0,21,76.68,41.45,71.29,80.85,57.26,3.89,51.69,0,19.3,1,1,3,Medium,1,7.4
S4973,0,18,55.27,60.81,83.08,79.94,66.13,2.46,66.66,0,24.0,0,1,3,Low,7,7.8
S4974,0,18,,88.4,93.77,,72.59,7.54,84.8,0,13.2,1,1,4,Low,4,7.1
S4976,0,20,53.0,69.68,94.59,90.74,89.4,2.07,50.07,0,26.0,0,0,3,Low,4,6.2
S4977,0,24,69.57,68.35,65.87,95.68,76.33,7.94,64.41,0,29.0,0,1,4,Medium,9,6.8
S4978,0,18,74.38,74.77,94.25,61.52,97.22,8.82,54.51,1,15.5,0,1,2,Low,1,6.2
S4979,1,21,57.32,53.16,77.29,,79.47,0.59,60.97,0,6.0,0,0,3,Medium,10,7.8
S4981,1,20,,40.66,42.36,56.01,53.57,8.53,56.4,0,26.4,0,0,2,High,2,5.3
S4982,1,18,89.15,68.53,79.47,82.72,57.47,9.92,85.32,1,8.0,0,1,4,Medium,6,8.2
S4983,1,19,83.55,60.16,90.88,74.33,92.48,2.38,62.8,0,24.1,1,1,3,High,9,7.6
S4984,1,22,79.9,80.49,50.45,,99.53,3.71,83.05,0,20.5,0,1,3,High,2,7.7
S4986,0,18,61.04,62.85,89.5,56.38,90.5,0.94,94.9,0,11.4,0,1,4,Low,1,6.4
S4988,1,21,62.04,55.14,64.31,54.14,97.95,5.07,60.73,1,6.0,1,1,4,Low,1,7.9
S4989,0,23,67.27,78.0,74.17,59.45,61.91,6.07,93.26,0,23.1,1,1,3,Medium,2,6.1
S4990,0,19,,44.34,71.15,63.85,77.24,3.31,91.11,0,20.3,1,1,3,Medium,5,6.7
S4992,0,18,87.73,78.82,45.92,70.84,77.09,2.7,55.39,1,15.0,0,1,2,Low,9,8.2
S4993,1,21,,85.35,46.03,75.09,63.44,6.5,92.81,0,18.9,1,1,4,Medium,1,8.6
S4994,0,20,89.24,59.29,55.74,88.48,74.89,4.96,58.91,1,24.6,0,1,4,Low,8,6.3
S4995,1,18,98.81,69.38,54.75,81.82,81.24,2.67,93.56,1,17.4,0,1,4,High,1,6.2
S4996,1,19,61.99,96.74,84.53,92.07,54.06,1.89,98.06,1,29.8,0,1,1,Low,9,5.6
S4998,0,22,81.09,58.45,85.84,98.61,85.33,5.61,92.02,0,22.1,1,1,2,Medium,2,6.8
S4999,0,20,90.86,88.6,44.19,89.84,94.02,6.04,71.19,1,25.0,0,0,4,Medium,3,4.8
S5001,1,24,,98.53,59.43,69.06,53.08,0.81,70.37,1,10.5,0,1,2,High,4,6.8
S5002,0,20,61.4,68.66,91.0,96.47,73.07,7.14,53.52,0,10.3,0,1,2,Low,3,7.5
S5003,0,19,53.5,86.48,82.47,,56.88,1.65,85.63,0,20.2,1,1,3,Low,2,5.1
S5005,0,18,99.52,69.85,42.79,87.89,52.36,1.41,96.35,1,26.8,1,1,4,Medium,2,4.1
S5006,0,24,86.9,87.74,83.25,,68.7,8.32,70.89,1,12.3,0,1,4,Low,2,6.7
S5008,1,22,91.36,47.34,89.5,65.96,50.17,3.86,61.42,1,9.2,1,1,1,Medium,2,7.6
S5009,1,24,88.45,65.51,70.43,,98.03,3.59,93.13,1,29.5,0,1,1,High,8,8.3
S5010,0,21,64.08,96.62,72.41,50.91,99.81,1.49,66.05,1,7.9,0,0,1,Low,8,4.7
S5011,1,21,50.72,70.04,43.11,71.87,77.78,9.04,92.82,0,29.6,0,1,1,Low,1,7.6
S5012,0,21,55.91,78.12,80.11,87.79,61.95,1.19,58.61,0,22.7,1,1,3,Medium,5,6.3
S5015,1,19,64.76,63.42,43.99,91.8,92.73,9.96,52.42,0,13.2,1,1,3,Medium,10,4.5
S5016,1,22,64.26,82.42,97.44,,77.22,5.86,65.21,0,11.5,1,1,4,Medium,9,7.5
S5017,0,19,89.64,98.32,60.76,58.83,53.74,1.5,95.49,1,29.3,0,1,3,Medium,3,7.2
S5018,0,23,96.89,50.08,92.08,90.32,54.42,6.68,79.83,1,20.3,1,1,1,Medium,2,4.8
S5020,1,19,80.28,45.71,96.6,66.71,93.79,6.05,92.11,1,18.1,0,1,3,Low,8,4.6
S5021,1,19,62.13,54.54,92.9,68.81,71.72,4.57,76.18,0,27.4,1,1,1,Low,8,5.6
S5022,0,18,76.29,62.61,93.69,57.79,66.41,2.93,92.27,0,15.4,0,1,1,Low,8,4.2
S5023,0,22,61.68,72.44,57.34,91.76,82.21,0.92,81.94,1,21.7,0,1,2,High,3,7.1
S5024,0,23,90.4,53.83,49.09,75.45,90.35,2.28,84.28,1,24.3,1,1,4,Medium,1,4.1
S5025,1,19,69.35,53.65,78.36,77.85,86.58,5.54,57.64,0,9.6,0,1,4,Low,9,5.3
S5026,1,22,91.68,86.67,69.29,94.17,80.78,7.54,96.95,1,26.4,0,0,4,Low,7,5.3
S5031,1,23,,95.68,76.55,,55.81,5.82,83.02,0,10.0,1,1,1,High,2,6.7
S5032,0,18,53.51,80.37,74.44,81.69,59.36,4.69,99.69,0,12.9,1,0,4,Medium,1,4.7
S5034,0,24,78.68,42.96,67.77,57.47,69.45,0.08,97.63,0,14.4,0,1,4,Medium,2,6.6
S5035,0,24,75.39,75.91,97.26,57.28,78.16,0.68,53.62,0,10.8,1,1,1,Medium,6,8.4
S5038,0,22,76.11,55.75,79.35,79.27,90.29,5.46,63.44,0,11.1,0,1,3,Low,9,7.4
S5041,0,24,55.66,41.99,57.24,54.47,56.18,9.5,64.7,0,22.4,0,1,2,High,9,4.2
S5042,0,20,,74.04,54.02,99.91,92.1,9.8,53.52,0,11.3,0,1,1,Low,10,5.3
S5043,0,24,67.7,50.23,60.63,87.75,92.27,8.99,81.61,0,10.3,0,1,3,Medium,2,5.4
S5044,0,21,73.21,48.42,92.3,81.07,64.98,9.86,87.59,1,11.3,1,1,1,Low,1,5.6
S5047,0,21,91.13,66.45,63.07,62.87,78.75,6.42,95.07,1,7.7,1,1,3,Medium,4,6.6
S5048,1,21,79.67,61.6,46.35,61.32,54.57,8.09,74.11,0,23.9,0,1,1,Low,10,7.7
S5051,0,23,63.68,97.81,98.82,53.72,80.7,9.31,61.92,0,14.9,0,1,2,Medium,6,7.7
S5052,0,18,63.22,61.14,60.85,78.04,93.83,5.4,86.67,1,27.3,0,1,1,High,3,6.1
S5053,0,18,66.79,84.42,90.18,95.99,68.91,1.87,89.24,0,24.4,0,1,4,Medium,7,6.6
S5054,1,20,,55.44,55.38,95.71,95.11,5.27,71.53,0,17.8,0,1,1,Low,1,5.6
S5055,1,22,51.36,70.53,44.57,50.54,51.85,7.07,84.5,0,17.0,0,1,1,Medium,8,5.9
S5056,1,24,61.51,73.15,41.9,55.37,55.64,7.7,78.62,0,19.1,0,1,4,High,9,6.9
S5057,0,23,95.25,59.75,76.37,79.15,70.61,5.24,59.6,1,13.9,0,1,2,High,4,5.8
S5059,1,18,61.34,56.76,66.61,97.72,51.62,9.27,96.4,1,22.2,0,1,4,Low,8,7.7
S5060,0,23,60.96,40.36,89.12,93.03,78.37,7.74,74.43,0,19.4,0,1,2,Medium,5,8.8
S5061,1,19,93.13,52.94,54.89,83.88,65.37,2.71,99.72,1,6.4,0,1,3,Medium,10,8.5
S5062,0,23,94.69,82.0,58.52,60.03,94.36,8.12,71.4,1,8.2,1,1,3,Medium,4,8.6
S5064,0,22,71.03,56.81,69.57,52.38,79.39,3.12,83.69,1,23.0,1,1,4,Low,2,5.2
S5065,0,19,91.73,64.48,89.66,,97.28,8.63,59.29,1,16.9,1,1,3,Medium,10,8.7
S5066,0,21,88.55,42.24,62.47,51.81,88.21,8.73,95.1,1,28.9,0,1,1,Medium,2,5.1
S5067,0,23,90.7,54.22,63.9,86.96,71.91,3.98,90.06,1,28.8,0,1,2,Low,1,8.3
S5068,0,21,75.92,86.75,50.03,85.62,73.84,0.09,93.62,0,25.0,1,1,3,Low,4,6.9
S5069,1,19,95.58,76.36,94.98,,82.4,1.87,80.48,1,16.1,1,1,3,Medium,10,8.2
S5070,0,19,66.3,52.35,93.81,95.33,60.01,9.09,94.19,0,12.9,0,1,4,Medium,8,8.9
S5071,0,19,57.83,55.45,99.05,,54.43,8.99,84.0,0,10.0,0,0,1,Medium,10,8.4
S5072,0,20,85.44,89.01,64.15,95.22,65.56,4.53,75.58,1,10.8,0,1,3,Low,10,8.1
S5073,0,23,76.97,52.55,89.12,95.08,88.92,3.04,96.59,0,29.8,0,1,1,Medium,10,5.0
S5074,1,24,92.73,60.05,64.9,59.85,62.87,3.03,71.99,1,18.3,0,1,2,High,10,8.3
S5075,0,22,54.06,79.86,67.26,69.03,56.54,8.97,75.03,0,5.3,0,1,2,Low,2,4.8
S5076,1,22,92.18,73.67,89.8,56.73,60.95,3.25,58.48,1,6.1,0,1,2,Low,7,6.6
S5078,0,21,82.74,93.98,53.22,75.21,80.7,7.31,61.05,1,16.1,0,1,4,Medium,10,6.6
S5079,1,24,52.01,53.18,58.88,,84.42,2.09,60.07,0,15.1,0,0,2,Medium,1,7.6
S5082,0,18,68.44,76.94,61.49,99.46,72.59,6.54,63.68,0,7.7,0,1,4,Low,7,7.3
S5083,1,21,,92.24,99.93,83.27,75.69,8.17,87.04,0,14.1,0,1,2,Low,5,7.4
S5084,0,19,76.88,67.47,63.03,53.44,97.44,5.47,65.38,0,19.9,1,1,4,Low,7,6.2
S5085,1,21,91.66,83.46,54.87,79.42,98.96,1.33,86.04,1,14.6,0,1,4,Low,6,4.3
S5087,0,20,62.62,48.16,88.11,51.53,97.24,1.28,61.5,0,20.7,0,0,4,Low,4,8.7
S5089,1,18,97.46,95.19,77.13,,65.36,5.9,68.55,1,29.4,0,0,2,Low,8,7.2
S5090,0,24,67.96,74.58,42.14,,65.75,9.56,55.59,0,19.0,0,1,4,Low,1,4.9
S5092,0,23,,47.62,55.42,86.65,80.25,7.74,58.87,0,28.7,1,1,2,Low,4,8.7
S5093,1,22,84.96,55.58,58.4,50.81,71.98,7.27,57.51,1,15.9,0,1,1,Medium,1,8.4
S5095,1,24,99.25,70.8,95.63,51.47,71.33,7.53,54.78,1,8.6,0,1,1,Low,6,7.1
S5096,1,23,80.4,44.18,82.64,60.97,63.67,6.27,57.78,0,17.6,1,1,1,Medium,2,8.6
S5097,1,19,75.04,53.4,96.21,68.7,50.4,3.65,92.32,1,27.3,0,1,3,Low,4,4.7
S5098,0,20,69.11,66.39,79.6,80.39,98.53,1.01,58.58,0,21.4,0,1,1,Medium,7,7.2
S5100,0,19,62.2,73.92,55.94,67.72,80.78,9.25,94.0,1,22.5,0,1,4,Medium,7,8.2
S5106,1,19,60.92,42.51,61.74,56.21,54.93,1.61,79.52,0,27.3,0,1,1,High,2,4.6
S5107,0,19,82.56,84.76,59.59,,98.27,7.12,97.86,0,18.9,0,1,1,High,3,7.8
S5110,0,23,90.07,69.18,78.54,60.5,72.71,5.65,56.63,1,21.4,0,0,2,High,7,8.3
S5111,1,23,67.44,66.78,58.68,82.16,74.83,8.72,71.68,0,19.5,0,1,2,Medium,2,4.6
S5112,0,23,87.91,86.83,44.78,75.81,71.77,0.25,61.16,1,6.3,1,1,2,Low,4,6.7
S5113,1,18,51.69,82.79,82.51,77.22,64.67,1.23,74.62,0,28.4,1,1,1,High,4,7.7
S5118,1,19,72.07,62.81,73.52,51.34,96.37,5.89,58.83,0,13.2,0,1,2,Medium,2,6.9
S5119,1,23,53.15,90.3,95.4,52.51,86.21,5.67,77.85,0,29.9,0,1,2,Low,10,8.1
S5121,1,18,78.43,57.36,57.56,91.58,61.1,0.91,51.9,0,16.3,1,0,4,Low,3,6.4
S5122,1,19,69.26,80.67,61.33,62.86,99.78,9.27,71.7,1,22.7,0,1,4,Medium,10,8.2
S5123,1,22,55.64,52.76,71.33,73.6,88.61,5.92,52.13,0,8.9,1,1,2,Low,1,9.0
S5125,0,19,76.51,58.32,81.24,,53.37,6.87,54.61,1,23.2,0,0,4,Medium,7,7.2
S5126,1,19,64.15,80.74,53.47,80.4,84.85,3.18,98.03,1,29.4,1,1,2,Medium,7,4.0
S5130,1,21,96.5,72.61,68.91,92.52,83.96,9.94,75.8,1,19.4,0,0,3,Medium,4,7.1
S5131,0,20,,44.14,99.5,56.69,74.07,1.61,87.9,1,27.9,1,1,4,High,9,4.1
S5132,1,18,73.02,46.03,64.29,72.78,97.13,0.24,66.37,1,22.1,0,0,1,Low,6,8.5
S5133,0,24,91.32,73.26,46.4,97.35,83.98,2.19,76.64,1,21.9,0,1,1,Low,8,5.6
S5134,0,18,71.16,59.67,89.29,88.6,94.67,5.9,50.34,0,10.1,0,1,1,Medium,3,4.8
S5135,1,21,62.62,53.23,52.73,55.85,59.53,1.74,70.44,0,26.5,1,1,1,High,6,6.2
S5136,1,24,99.17,67.98,82.8,75.13,64.83,8.11,77.75,1,26.6,0,1,3,Low,4,6.6
S5139,1,19,99.48,88.15,49.59,91.87,98.59,4.56,89.4,1,25.6,0,1,1,Low,5,7.7
S5141,1,24,88.03,84.09,46.4,55.34,88.02,0.35,81.81,1,25.6,0,1,4,Medium,7,4.9
S5142,0,20,96.79,99.11,51.86,57.39,76.05,7.29,59.23,1,17.1,0,1,4,Medium,9,8.6
S5144,1,18,50.13,78.68,86.19,59.77,77.67,6.5,68.14,0,23.7,0,1,4,Medium,9,5.2
S5145,0,18,68.75,91.33,89.05,94.68,50.18,4.14,74.11,0,11.6,0,1,2,Low,2,7.7
S5147,1,22,70.81,87.37,65.23,86.94,79.95,6.89,94.6,0,21.7,0,1,4,Medium,3,4.6
S5148,1,20,,64.87,92.05,81.08,63.29,8.29,95.04,1,28.8,0,1,3,Low,10,6.2
S5149,1,21,71.94,75.43,71.56,69.33,60.16,0.85,61.21,0,16.2,1,1,2,Low,5,7.5
S5151,0,18,,99.15,83.11,96.28,81.18,1.63,55.14,0,18.0,0,1,1,Low,5,8.9
S5152,1,22,79.08,88.0,52.83,75.74,57.3,6.11,51.49,1,29.3,0,1,4,Low,5,7.5
S5155,1,20,91.08,51.16,47.64,69.2,67.67,3.18,57.74,1,22.0,1,0,1,High,7,4.3
S5157,0,18,65.03,91.88,49.89,93.12,75.3,7.94,90.84,0,19.8,0,1,4,Medium,3,8.9
S5158,0,19,64.76,63.78,93.43,61.63,68.92,3.24,59.48,1,19.2,0,1,2,Low,7,6.0
S5159,1,22,68.06,55.83,99.46,54.74,93.91,0.22,55.71,0,26.8,0,0,4,Low,7,7.9
S5160,1,20,81.13,73.7,61.42,,68.41,5.71,53.87,0,5.4,0,1,3,Low,2,5.1
S5162,0,21,96.02,79.1,53.13,50.11,75.21,8.41,55.82,1,26.8,0,0,1,High,6,4.8
S5163,1,21,78.75,69.03,89.43,74.95,60.4,1.43,97.13,1,9.9,0,1,3,Medium,4,8.0
S5166,1,22,67.13,51.73,80.04,97.15,57.36,6.9,96.05,0,24.1,1,0,2,Medium,8,4.8
S5167,1,18,51.14,59.77,93.83,,54.33,5.49,81.39,0,21.6,0,0,1,High,2,8.1
S5168,1,23,63.61,66.21,73.24,97.01,62.08,7.91,51.64,0,16.2,0,1,4,Medium,6,6.5
S5170,1,19,51.83,61.92,77.17,85.59,91.9,0.05,95.15,0,26.0,1,1,3,Medium,10,5.7
S5172,0,21,55.88,79.21,90.15,59.38,63.51,9.99,65.68,0,18.1,0,1,4,Medium,1,4.4
S5173,0,22,70.84,65.15,75.39,90.02,83.05,4.05,62.44,0,12.7,1,1,3,Medium,10,8.3
S5174,1,18,91.94,97.07,77.95,70.86,61.52,6.2,75.28,1,29.6,0,1,1,High,2,7.8
S5175,1,18,81.15,93.67,95.31,95.83,81.14,9.05,61.9,0,5.1,0,1,2,Low,6,5.9
S5176,1,23,86.84,70.8,95.79,52.12,94.36,0.21,86.19,1,6.6,0,1,3,High,4,8.9
S5178,0,22,97.22,43.48,40.47,,99.26,2.88,70.04,1,18.6,1,1,4,Medium,7,5.4
S5180,0,23,71.09,82.43,91.48,73.87,88.08,2.25,54.92,0,16.2,1,1,1,High,4,4.5
S5181,1,20,71.32,61.55,45.08,69.78,84.57,8.23,87.48,1,13.1,0,1,3,Medium,5,7.4
S5182,1,22,95.93,53.18,52.81,74.31,88.51,3.73,80.15,1,27.8,0,1,4,High,7,4.7
S5184,1,18,,65.6,76.01,82.87,88.51,0.97,53.23,0,8.3,1,1,4,Medium,9,4.2
S5186,1,22,61.18,42.0,57.37,58.65,80.7,8.99,74.71,0,8.4,0,1,2,Low,3,6.7
S5187,1,22,86.18,64.84,52.46,71.0,66.85,4.27,74.29,1,21.6,0,1,2,High,9,6.9
S5192,1,21,89.7,64.99,78.53,54.92,95.48,2.71,71.14,1,10.1,0,1,1,Low,3,7.1
